	TCGA-A7-A0CE-11A-21R-A089-07	TCGA-A7-A0CH-11A-32R-A089-07	TCGA-A7-A0D9-11A-53R-A089-07	TCGA-A7-A0DB-11A-33R-A089-07	TCGA-A7-A13E-11A-61R-A12P-07	TCGA-A7-A13F-11A-42R-A12P-07	TCGA-A7-A13G-11A-51R-A13Q-07	TCGA-AC-A23H-11A-12R-A157-07	TCGA-AC-A2FB-11A-13R-A17B-07	TCGA-AC-A2FF-11A-13R-A17B-07	TCGA-AC-A2FM-11B-32R-A19W-07	TCGA-BH-A0AU-11A-11R-A12P-07	TCGA-BH-A0AY-11A-23R-A089-07	TCGA-BH-A0AZ-11A-22R-A12P-07
100130426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100133144	2.415028482	2.380923346	2.019701914	2.097071371	1.629053477	1.39752918	2.867758117	2.776904093	3.604225551	3.38710056	0.493442391	4.304912546	3.224626867	3.710580543
100134869	2.298834243	1.671383963	0	0.883933562	2.095519396	2.498761466	2.506094112	3.241641914	2.28475101	2.845389686	1.152832405	3.552426259	3.264341256	3.732583974
10357	6.320553273	5.77183277	6.468850458	5.959225333	6.712775969	6.40122769	6.852127465	6.566611214	6.484250938	6.62491094	7.071540663	6.631853672	5.981852653	6.401178188
10431	9.935773093	9.924451636	9.591272869	9.445825591	9.835825725	9.354897953	9.308758125	9.283639621	9.408628865	9.521272999	9.855440051	8.868235173	9.40319741	8.939070802
136542	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155060	7.781671827	7.099654992	6.794150698	6.743967288	6.094447222	7.593852711	7.589024126	6.759476782	6.735245959	7.465757391	7.976224424	8.925707231	7.22169248	8.798992082
26823	0.965248657	0	0	0	0	0.924556002	1.393251437	0.778713221	0	1.082566351	0	2.444905553	0	0.68670221
280660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340602	1.538438835	0	0	1.022119204	0.982436918	0	0	0.44127099	0.37928825	0.355467388	1.152832405	0.854554259	0	0.383828687
388795	0.709202395	0	0	0	1.300826593	1.23087931	0.492314685	1.051998468	0	1.563695074	0.493442391	1.145481822	0	1.150039693
390284	2.877587213	3.573786528	2.342924474	3.741046251	2.142511466	2.199216892	3.191152018	3.027914841	2.746957642	3.047137003	3.257674467	2.444905553	3.621090679	2.311067102
391343	0	0	0	0	0.573277568	0.535057595	0.492314685	0	0	0.355467388	0	1.145481822	0	0.936892302
391714	0.397802962	0.460585313	0.593784005	0	0	0.535057595	0	0.778713221	0.37928825	0.355467388	0	0.854554259	0	0.936892302
404770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553137	3.305810051	1.861081942	0	0	0	0	0	1.653931334	0.37928825	0.878372225	0.860525852	0.854554259	0	1.33571191
57714	7.931769323	7.48908849	9.675428889	9.486824566	9.562751094	9.028815271	9.723226791	9.030805882	8.859075039	9.461912395	6.248701805	9.387488344	8.286808623	9.276277509
645851	2.99712979	3.479631542	2.480911346	3.795621507	2.555570778	3.252733545	3.630719978	2.824319805	2.611550123	3.821108116	1.152832405	4.350207265	2.99213394	4.100540401
652919	0	0	1.826111164	4.949390189	7.197647225	0	1.189666447	3.530957168	0	5.509372814	0	5.535629979	5.543468044	6.158068355
653553	7.421864542	8.321688678	6.691285692	7.088009053	8.006447268	7.681665007	6.593462836	7.047861162	7.956880831	7.107792469	8.640398237	6.44409222	6.422613138	6.287555406
728045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728603	0	0	0	0	0	1.23087931	1.150559677	0	1.767866632	0	0	0	2.015604611	0
728788	0	0	0	0.599793852	0.573277568	0.535057595	0.85861763	1.653931334	0.679333711	0	0	2.81991338	2.015604611	1.150039693
729884	3.351388048	6.086376168	4.310274674	3.563731677	1.973574542	1.698307394	0	2.670659081	2.381172605	7.001681788	3.770057288	2.081544154	4.870902239	5.159798696
8225	9.251651406	9.376059603	8.866926209	8.881476807	8.482419556	8.733987076	8.289628852	7.858899177	8.585224717	8.632919972	10.37290945	9.266813708	8.501058118	8.799978998
90288	5.829672002	5.442983294	5.501356339	3.361543798	6.114904187	3.8991853	5.476174277	3.461895211	4.763379703	4.645736239	5.312661544	5.110141877	5.161186314	5.109732469
1	7.280520248	6.785921901	4.069023274	4.327126846	5.410900732	6.098575361	4.208423616	5.306681482	6.258662132	6.468988896	8.476146728	6.764687179	6.35823976	6.781751811
29974	0.709202395	0	0	0	0	0	0	0	0	0.640528385	0	0	0	4.223337592
54715	0.709202395	2.251325232	0.593784005	0	0.573277568	0	0	1.809290956	0.37928825	0.355467388	1.94665601	0.489645688	1.204328555	1.150039693
87769	6.913858789	6.819794618	6.73476516	7.272088527	6.951232252	6.830210949	6.850654426	6.270663488	6.222228821	6.276993484	6.365409093	5.983793963	6.27296377	6.257925217
144568	4.155862546	4.36163503	4.57968703	3.432130956	2.29372361	3.443447522	1.393251437	5.128965589	3.599948537	4.195804274	1.785341299	0.854554259	4.805111849	4.269669049
2	15.2948794	14.99417353	15.44805021	15.35356234	15.62762314	14.90060066	15.34003802	15.20004943	15.40222788	15.17350159	14.4826368	14.50550156	15.13736917	15.0746686
53947	9.295313444	9.853494364	9.086852484	9.343082646	8.985701075	8.877256829	8.565276905	8.116811786	8.938142856	8.368377246	9.558923082	8.261575476	9.566798604	7.646340534
51146	1.538438835	0.460585313	4.346836364	2.033088169	1.561497221	0.535057595	2.341046409	1.051998468	1.4875378	0.355467388	1.785341299	1.93681694	0.52084965	1.904310675
404744	0	0.460585313	0	0	0	0	0.85861763	0	0	0	0	0	0	0
8086	9.609178738	9.673833581	9.220917575	9.124680959	9.261625541	9.395863551	9.036714316	8.888833947	9.188396968	9.45100912	9.830454519	9.746965198	9.064332663	9.47720678
729522	1.182565182	0	0	0	0.573277568	1.483415958	0.492314685	0	0	0.640528385	0.860525852	0	0.52084965	1.500241179
65985	10.146013	11.08926184	9.47531657	10.30659024	10.65859639	10.55321802	10.66426727	9.969931117	9.729493631	11.41296455	10.2298245	10.51507877	9.818859985	10.04930322
344752	1.182565182	2.731552559	3.110613806	4.434201193	1.973574542	0	1.393251437	1.949534933	3.488412176	0	0	0	1.851479213	1.904310675
126767	2.603928945	5.169075164	2.82984956	1.348459062	5.96521171	6.056561853	1.393251437	0	1.767866632	0	0.493442391	0	2.911058766	0
343066	0	1.324522612	0	0	0.573277568	1.23087931	0.85861763	0.778713221	0	0	0.493442391	0	0	0
13	4.370338677	6.685486082	9.27646084	8.541675514	5.550358937	7.70978689	8.764593638	7.785927131	6.482214223	0.878372225	4.079412247	2.081544154	4.892182136	5.184193
51166	5.900388647	7.976534338	6.320495509	5.83758	5.772645803	6.446497762	6.356270604	6.629953976	6.094930643	7.173501254	5.722315736	6.054440437	5.68467289	6.477185121
79719	10.50172664	10.07541256	9.397942614	9.659517887	9.88875938	9.521055646	9.467180422	9.988851666	9.99309633	10.32543162	10.26563415	9.865441455	10.04943433	10.11183976
22848	9.91883954	9.696245824	10.01273263	10.22070238	10.34838337	10.03053403	11.13406791	10.19226507	9.91885668	10.12484584	9.229065851	9.944480596	10.09774588	10.19559773
14	11.43660417	11.33821174	10.95026186	10.85810116	10.49800618	10.69361014	10.52109305	10.09035739	10.94630525	11.00174539	11.83813133	11.13656074	10.93993052	10.95181667
15	0.397802962	0.460585313	0	0	0	0	0	0.778713221	0	0	1.603691617	0.489645688	0	0.68670221
57505	8.924935098	8.453466959	7.823717521	7.980404666	7.692197016	8.437779532	7.497769623	7.876557464	8.319310838	8.777608753	8.98384212	9.257271385	8.586758364	9.176330503
80755	9.438164747	9.16824589	8.90573327	8.654857607	8.505844892	8.703232235	8.477470913	8.549043785	8.861875054	9.224442136	9.758236875	9.135116184	8.912498978	8.930083542
16	11.58128279	11.65056546	11.66598982	11.40340195	11.67266917	11.6910209	11.29495962	11.05226318	11.46388766	11.54915591	11.57707066	11.28201131	11.44228994	11.19741889
60496	9.358654717	9.373607541	9.229509095	9.411292555	9.53360559	9.494358604	9.857669258	9.815225728	9.458542366	9.782516029	8.907493696	9.727155011	9.650349373	9.838715772
132949	8.303418203	8.00638443	8.304570818	7.971543554	8.448568148	8.641306499	8.565276905	8.827660269	8.456540465	8.484363333	7.928720294	9.148532255	8.764583023	9.410277073
10157	9.213586415	8.445146069	9.37820879	9.571361679	8.844311578	9.023845818	11.2944925	9.85032141	8.939910614	8.976503407	8.075533701	9.481007043	9.117247767	9.839258439
26574	10.15447663	10.02474436	9.99556564	9.909630165	9.215009458	9.505096776	9.419997877	9.651575381	9.922884208	9.766867265	10.27421192	10.08797008	9.760756035	9.87200747
9625	6.535213157	5.48053334	4.956089187	5.116905333	5.250972939	5.778316354	4.300621625	4.557183368	5.527430088	5.479321115	7.285552954	6.06318365	5.357552005	6.056015529
18	10.26133006	9.277203696	7.817251025	8.052203935	8.926173813	8.095734579	8.918018238	8.840104404	9.362584732	9.970255906	9.199348193	9.805466106	9.627533884	9.954540655
10349	7.367432225	7.937224908	7.938986736	8.331517129	8.088902166	9.049747013	9.66443324	9.01791829	8.11294143	7.903098542	7.239184157	7.86383069	9.136322397	8.955993905
79963	7.250155326	6.556817168	6.495309817	6.311666586	6.727397723	6.914841938	7.3741379	7.403631589	7.031967458	7.30201922	6.71111491	7.591181969	7.417338621	7.116872073
26154	7.614125287	8.137416427	2.480911346	2.033088169	5.175073439	3.443447522	0	5.214870834	4.273635239	9.616281599	5.297782023	5.973253083	3.898498604	8.911026399
154664	3.258729962	2.132576843	3.416042527	2.033088169	4.09597504	2.773447828	0.492314685	5.664940721	1.4875378	5.665105636	2.987884735	5.159911691	5.432087516	4.904811618
650655	3.598258	2.957933166	2.480911346	2.033088169	2.555570778	3.252733545	2.908178828	3.149243104	2.680841924	2.451857294	4.044184258	3.841439807	2.296604239	3.055785664
19	9.4937602	10.7442278	11.72485419	12.84526977	12.03625375	10.78489891	12.81297662	10.90279399	10.67867874	10.39232182	8.619606687	9.809973708	10.35583944	10.81911442
20	10.18705744	10.62805387	10.6682405	9.937199303	10.94695064	10.67589962	10.80962232	9.994935207	10.41933558	10.62866471	10.81405968	10.69780657	9.912303609	10.58812226
21	10.54681789	10.91867231	9.868527196	9.648440995	9.9167016	10.32832476	10.17027687	9.650291205	9.813847393	10.83806375	10.05667754	10.47140006	9.949573013	9.921819817
24	7.272870486	5.352913858	3.110613806	4.686069055	6.746336954	5.869782592	4.90079437	7.671579279	6.491886759	5.851204337	5.123082611	5.28479542	6.227144193	7.685317873
23461	9.293854861	9.237302711	9.884158153	9.528705901	9.507732215	9.917852997	10.12423429	10.01802042	9.088825332	9.510258197	8.415903561	10.4820368	9.534176021	10.44908332
23460	8.394701052	9.037015626	10.2091977	10.35622504	9.973815876	10.13964958	10.91486809	9.913240389	10.04862637	8.22213413	7.919028363	8.332012373	9.457737712	9.498641412
10347	8.603390822	8.908538834	7.691412726	7.920276029	8.369899157	8.505299078	8.038343442	7.213534898	8.129455615	8.030371947	8.896423837	8.09460926	7.700137969	8.027914288
10351	9.596810876	10.94973101	12.5057282	12.22617319	12.10261201	11.53995857	12.84710089	11.46049056	10.94652509	9.90278902	9.213292596	9.158767959	10.77861286	9.927701382
10350	8.633687307	10.0273465	11.29678191	11.4284411	9.738656557	9.999860232	11.67588728	11.657119	10.57843827	8.8633308	8.103613034	8.484652942	10.12158985	9.838298039
23456	8.006693544	8.351897714	8.553611632	8.946227888	8.560934628	8.686033326	9.218080279	8.768520142	8.584094744	8.968477589	7.759836931	8.751351241	8.666108227	8.804903479
8647	1.371447346	1.703410828	4.310274674	4.996741242	1.973574542	2.675454648	6.544020095	1.949534933	2.106850796	0.355467388	0.493442391	1.594739622	0.902729639	0.68670221
5243	8.874225233	7.26400433	7.694962352	7.157373212	7.719705734	8.002818953	7.545720539	8.521212921	8.363458028	9.329065053	8.218686735	9.426982149	9.046649572	9.590485814
5244	4.51757806	4.58153805	6.025799562	3.898933872	3.825103798	4.658091491	4.52105702	5.200904489	4.943340007	4.342128018	4.147388113	2.900200238	5.246275061	3.908928165
340273	6.612137199	7.103605691	5.833095014	6.347176644	6.304943566	5.058771055	7.043820206	8.351427362	6.755461794	4.783859966	4.943527555	6.172293484	7.350266504	7.800256043
10058	8.791907166	9.714916387	9.484441481	9.731948757	9.288922581	9.019657997	9.052435458	8.295365796	8.554771096	9.044872206	8.9513704	8.813907181	8.819596021	8.50295151
22	9.022499869	9.028728264	9.247748589	9.089621026	8.850424402	8.945859027	9.713476391	9.411184915	8.994511276	8.945765115	8.768697118	9.24488159	9.047835266	9.137942516
11194	9.160151525	9.251616614	8.616724897	8.689493813	8.836633944	8.620059232	8.174535753	7.620029898	8.441646145	8.938387838	9.466305316	8.609305453	8.451748519	8.287777472
23457	6.71407101	6.783312587	5.623050375	5.256512531	6.429071922	7.134626538	5.502298773	6.324794405	6.874922348	7.416059422	7.464704203	7.035745962	7.031410636	6.820591284
89845	8.517263093	8.28388613	7.767550856	8.099063189	8.315701169	8.616762384	7.76656071	7.90054141	8.194574167	8.700376599	8.780787112	9.028637661	8.557089146	9.044431279
85320	8.781515778	11.48854433	2.190362011	0.599793852	7.877690271	2.773447828	4.176330752	8.888833947	7.244525579	11.51966239	7.495418556	8.057891028	4.805111849	9.416082018
94160	2.167390044	4.849629034	0	0	1.561497221	0.924556002	0	2.194748976	0.679333711	5.540715461	1.152832405	0	0	3.721624207
150000	0	1.703410828	0	0.599793852	0.573277568	1.23087931	0.85861763	1.479799661	0	0.355467388	0	0	0.52084965	0
4363	9.852517181	10.48166514	10.50647222	11.19494087	10.55151544	10.33536177	9.730151333	10.2010626	9.986697341	10.40102466	9.462974164	9.661725732	10.31962301	10.38672894
1244	3.351388048	6.156513924	5.564804938	5.901178252	4.358670539	4.999251408	5.825625376	4.370150328	5.247319935	5.93925009	2.746226761	4.433500317	3.671191452	5.243432979
8714	9.334858514	10.08043289	7.648125294	7.876643407	8.678983164	9.40926427	5.380829863	8.68945153	8.997909114	9.261042516	10.20411834	8.724039016	7.953943235	9.690733104
10257	7.119928825	7.651726227	6.839755561	7.847880434	7.416067869	7.045684317	6.994061474	7.435531922	7.538537388	8.886516311	6.041001987	6.643854747	6.486966919	7.26976815
10057	9.532711441	9.387447201	9.212274827	10.18537363	9.25588024	9.751208116	9.359656671	9.76627248	9.037246579	10.00911521	8.641871841	10.16158289	9.613188876	10.28712941
653190	2.877587213	4.307851071	3.779165149	4.973262268	5.135571807	5.88082019	5.278739362	1.051998468	3.703466201	2.211884402	2.655763968	3.305941346	5.107616737	2.017244929
730013	4.576346779	5.96132235	6.16538741	3.684336263	6.05264195	6.094979187	5.394843362	3.678962044	4.810515083	3.670942282	4.88499346	3.757716683	5.310910832	3.581724829
368	7.155701679	9.080762909	9.462879103	7.712615726	9.771241846	9.128249574	9.894504034	6.458590348	7.633347651	7.233669523	7.025496177	6.952341721	8.649021878	6.380215147
6833	8.268198566	6.117969262	2.606821212	1.838871111	6.601637096	5.308047731	2.341046409	4.394898224	5.115886385	8.785067262	8.261496966	6.596446212	3.980262987	8.682879444
10060	8.072823967	8.998280704	11.81328406	11.70303393	11.00187309	9.903043695	12.32208611	10.27082967	9.758329997	7.68730989	6.566830372	8.40606041	9.840914792	8.448718869
215	7.935515734	9.354669455	9.146396331	9.665024425	8.53649901	8.610146368	9.335340328	7.349520976	7.762819847	7.835870402	8.403793893	7.536558843	7.938684525	7.670285172
225	4.773426728	7.838741926	10.29823055	9.272689964	10.27586121	9.479007993	11.69264544	6.959372571	7.561682794	4.855237267	4.693637492	5.795740977	8.01098399	4.246689302
5825	11.55397207	10.26196831	10.16509379	9.876785969	10.49703238	10.13792574	10.389942	10.4666679	10.41616427	10.92958131	10.44769841	10.48935497	10.87260794	10.91607777
5826	9.627823306	9.570575637	9.371570406	9.661355736	9.471504926	9.56533689	9.621133548	9.118860892	9.675347021	9.294812789	9.848436567	9.562677076	9.367557157	9.410277073
6059	10.30180459	10.03822449	10.18416076	10.25701109	10.39878516	10.35082263	10.42151345	10.92794274	10.43634072	10.87567065	9.950673699	10.637237	10.42918389	10.47155624
23	10.65757365	10.71326286	10.60361689	10.39429698	10.30118659	10.33335474	10.14718063	10.02893196	10.45067021	10.73893035	10.74648552	10.52816554	10.40860668	10.26942431
10061	10.46881798	10.23250319	10.10633235	10.05582755	10.25008318	10.02681292	9.649900485	10.13189618	10.1467872	10.53965048	10.39230164	10.09171451	10.00128574	9.815053888
55324	10.12647915	10.10724533	9.882602549	9.465945088	9.621121457	9.756460418	9.295747816	9.138228788	9.702674337	9.818680431	10.32003851	9.874164357	9.774428976	9.87200747
9619	8.990441546	9.504129348	8.142455305	9.890953687	9.460556851	9.102553946	9.058885213	9.28694905	9.370470768	9.372288955	8.937804578	8.583702974	9.141884891	9.674142824
9429	7.846783506	7.495116306	7.200950575	7.651051691	7.159653403	7.493173359	7.779969466	8.462424154	8.001574834	8.104019463	6.367477656	7.558372495	7.802024505	7.347428258
64137	2.603928945	2.003206431	1.826111164	1.838871111	2.43057967	2.456884983	2.220329955	1.809290956	2.295399778	2.29639867	2.45578092	0	1.204328555	2.219617719
64240	1.182565182	1.526369342	1.013140632	0.599793852	1.782198856	2.050745464	3.191152018	2.404303691	1.767866632	0.878372225	1.785341299	0.854554259	2.015604611	0.68670221
64241	0	1.703410828	1.013140632	3.741046251	0	0	4.109928833	1.28172792	2.002450499	0	0.860525852	1.145481822	0	0
55347	9.339814603	9.380136991	9.39903092	9.147152509	9.427205345	9.385246374	9.322568825	9.694572404	9.389999306	9.446393751	9.106335494	9.427828644	9.627533884	9.361641171
83451	9.422231739	9.233701874	7.245199001	7.418722088	8.038926669	8.767077062	7.468321015	8.353006961	8.313881608	9.198600967	10.21999166	8.728168822	8.593269352	9.007313534
145447	1.94751655	3.091242838	4.57968703	1.348459062	3.360378324	3.762667726	3.890135356	2.749534268	2.611550123	1.923909795	2.09173368	0.489645688	3.401248173	2.47822115
26090	10.10376657	10.51949345	10.02969775	10.5442574	9.707003592	9.640310742	9.500771784	9.607257437	9.886224553	9.7496427	10.37423997	9.415076243	9.64409133	9.268455214
84945	8.963171219	8.747430704	8.58264218	8.912673215	8.759148841	8.663843413	9.338062448	9.333300284	8.99280921	9.024516937	8.525345013	8.807077305	9.328089429	9.219872026
25864	8.327855747	8.823660526	8.618090325	8.188856344	8.802405857	8.549782358	8.650965558	8.511513502	8.27939329	7.906547314	9.371352157	7.517595382	8.070529404	7.760837687
84836	11.12747239	11.7620948	11.79706795	11.51890155	11.64897354	11.76510742	12.0882568	11.49881142	11.3658795	10.90960017	11.69374063	11.33532737	11.20969174	10.67675611
116236	8.497123322	9.764588496	10.57597237	10.08897939	10.06731671	9.619048879	11.54456517	8.543520243	8.983412352	8.289396925	8.3880737	8.310138318	9.118376858	8.133471567
84696	4.773426728	5.198930197	5.417903135	5.798029771	6.504196101	5.575905263	6.984826287	4.662849213	5.200896644	3.095097375	5.189081281	4.725583029	4.73618272	4.904811618
11057	11.02262103	11.20572233	11.42199731	11.32846098	11.45626739	11.47885338	11.22658234	12.08806088	11.61536351	12.02673617	10.54817602	12.19486216	11.58796091	12.00164474
171586	8.42032786	8.849770068	8.097570768	8.771761806	8.405624409	7.746450499	9.201235154	7.887521006	7.870544121	8.396166769	7.655727482	8.053508892	7.867950194	8.117726207
63874	9.767317455	10.26108425	11.09463538	10.29952675	10.50625699	10.01684268	10.05587946	10.10355521	10.00791799	9.516326644	9.83174632	9.816498911	9.638593389	10.04389797
51099	9.84157677	9.805184417	10.90539159	10.29005445	9.96539153	10.37541548	12.46715831	10.36308235	9.666833446	9.844344065	9.651083811	9.648711875	9.861289179	9.642580825
57406	7.435157675	8.753729876	9.113620287	8.947734819	9.139639855	8.476488217	9.542280495	7.880965859	8.474945407	7.894652874	7.452394461	7.301802535	8.75299874	7.238076991
79575	8.379653449	8.127748823	7.086706289	7.093465103	7.331191054	7.190201982	7.199616403	7.488234611	7.834888786	7.671576448	9.302651946	7.765451869	7.319181657	7.503400418
10006	10.20216265	10.13787094	10.16253232	10.51711129	10.36074845	10.38222704	10.33558609	10.85939843	10.68758853	10.67351818	10.00800121	10.69061107	10.54621924	10.85687616
10152	10.57381246	9.879074081	9.342445853	9.639144959	10.11061602	10.4638469	9.904945253	11.28790228	10.74491295	11.10199425	10.07261016	11.00573478	10.6895043	11.33943884
25890	10.07220712	10.87513337	12.30668066	13.03333252	11.38278158	10.353796	11.49135167	12.65849343	11.55767526	10.56914035	8.705268817	8.960059581	11.00211178	11.07882169
51225	8.455979368	8.080421032	7.245199001	7.701940589	7.198509869	7.065165139	5.876445731	7.199554569	7.934003353	8.308597964	8.433028702	7.260577103	7.446903808	7.103855332
25	11.21253499	11.44073911	11.50900398	11.631238	11.6141442	11.6238435	11.14576775	11.40655554	11.71602031	11.59601202	11.14469049	11.29738042	11.37610178	11.50654626
27	9.881453864	9.508605928	10.09697271	10.30129578	10.06928354	10.11824356	10.1990112	10.04758705	9.830618513	9.541431204	8.50443488	9.804162489	10.04824995	10.06908747
3983	11.8215399	12.58790036	13.32132569	13.18301021	12.90533755	12.92448547	13.16273347	13.4174775	13.10735351	12.01888863	11.3643534	12.48718128	12.65199734	12.55869748
84448	7.08998641	6.971481476	6.883961657	6.009035827	6.816711053	6.40887317	5.866423373	5.791493726	6.651424877	5.952331236	6.338686472	6.122958414	6.827929508	5.592316498
22885	10.38943506	11.05931553	11.80550665	11.60473951	11.87624085	11.59502483	12.44165182	10.58666164	10.62340545	10.60297309	9.823328226	10.15750535	10.9907514	10.27262734
28	5.967798035	4.36163503	4.153999844	4.770231763	4.520761666	4.551620602	3.427619581	4.780215596	4.056193324	4.281223455	1.785341299	5.92609433	5.070762835	3.721624207
26	3.841298899	2.64745267	4.153999844	2.845108627	4.323946455	3.319141003	0	3.027914841	4.156898139	4.528352523	2.987884735	1.93681694	2.733831544	3.61799192
137735	1.538438835	1.526369342	0.593784005	0.599793852	4.323946455	1.483415958	1.782408565	1.051998468	1.634500338	0	0.493442391	1.594739622	0	0.68670221
29	11.23418065	11.04192009	10.60974111	11.02227487	10.86892933	11.02860424	10.94642859	10.87477638	11.10990625	11.28987227	11.3226937	11.19317937	10.97213696	11.22670648
29777	9.343344303	9.211906541	8.714392528	8.279813914	8.68925093	8.91263789	8.423811766	8.836721037	9.112059169	8.921026551	9.944715574	9.24488159	8.992261144	8.805886361
80325	9.455881585	9.808818933	9.676327007	9.533731139	8.946290476	9.572161128	9.387079229	8.485651828	9.333294692	8.61040257	10.44643397	9.689525962	9.199565611	9.503496424
25841	6.113825496	7.184169192	6.625850549	5.863356202	7.403650334	8.481934615	5.308652111	7.755195378	6.922115767	7.445084392	7.167323803	7.491917215	6.594730666	6.506501977
30	10.96375623	11.12371495	10.57308221	10.36752734	10.33808831	10.24269443	10.25385706	9.408908613	10.10446417	10.17522804	11.2518386	10.06584047	10.33378731	10.29520139
10449	10.61848746	11.47182974	12.15660898	12.28487478	11.8125024	11.83468799	12.97189201	10.90685693	11.19674172	10.18841749	10.86920385	10.31223791	10.95486006	10.0063387
31	10.9570905	11.07323354	11.59652663	11.22880012	12.33969852	11.54300122	12.78469761	10.93507913	10.84947313	11.75970734	10.1600586	10.79419222	10.9144826	11.08105629
32	10.14641721	12.50061192	13.88568958	13.85501393	13.30610512	13.07950835	15.31736334	11.16379331	11.85342625	9.795730589	11.1266466	10.98431235	11.99655025	10.2708487
80724	9.097990223	9.120300613	9.304612797	8.773462005	8.957661014	9.301485906	9.407957076	8.60976678	8.914065162	9.056670497	9.340354858	9.447166106	8.851341782	9.574425692
84129	9.010072917	9.2318982	10.65235393	9.505300071	10.04880943	9.868117082	10.85117966	9.030805882	9.027279587	8.706179989	8.787460544	9.185997085	9.274383279	9.18388842
27034	9.459789379	9.237302711	8.836718828	8.906487787	9.109373881	9.251344881	9.591781317	9.069752641	9.220746875	9.526202258	9.351205824	9.588652055	9.105908509	9.361641171
28976	9.819433963	10.22162856	10.35035978	9.850420495	10.39668762	10.19705607	10.1073085	9.666059038	10.07218487	9.784876092	10.2429934	9.697966117	9.691136657	9.425686093
33	5.127975755	8.010598596	9.412028655	8.551619064	8.724622989	8.405664824	9.758876777	7.160396866	7.351987792	6.348397093	6.160972611	5.314399256	7.08976719	5.418146086
34	10.00114004	10.51949345	10.96943926	10.32641791	10.6481074	10.42949786	12.09242761	10.02942597	10.11153946	10.45945816	9.920634518	9.864190943	10.45224124	10.38179351
36	11.44746865	10.64136431	10.48151379	9.443691182	10.59993952	10.24803144	11.53134559	10.73638722	11.00995448	10.22087285	10.16108665	11.2550729	11.57773669	11.92591199
35	9.689027232	10.68552515	10.62330969	10.70302056	10.16864241	9.967873237	10.59274695	8.116811786	9.409904699	8.386561798	10.75058951	8.854447042	9.534176021	9.163473825
37	13.12656723	13.03319508	12.96145431	12.89138638	12.50149928	12.90560593	12.79488844	11.51918057	12.37173829	12.24109063	13.53355254	12.68887418	12.51198033	12.4116405
176	5.967798035	3.026127235	2.82984956	3.947946628	4.609938124	2.570317197	5.067535467	4.600382757	4.422663592	3.230126141	1.785341299	2.333652715	3.980262987	2.763709007
9744	7.206200713	7.574122706	5.310939907	5.151213453	5.847901726	5.891771554	5.201120202	5.068718097	6.681319945	7.038948611	7.262362682	7.056741748	6.243794733	6.259131224
23527	9.814366326	10.01743341	10.59936178	10.73391516	10.66554698	10.24909638	11.08224293	10.62148461	10.40724758	10.41792075	9.133827298	10.3715263	10.65685233	10.78986983
116983	8.975160984	9.192561846	8.748951239	8.600506902	8.369899157	9.096720425	8.389389561	8.060089548	8.560343535	8.831887056	9.719016034	9.024636054	8.353606914	8.727134925
38	10.44009468	11.1132202	11.91703248	11.47699144	11.42793395	10.91072757	12.55294123	10.81327768	10.8048242	9.997724553	10.66403246	9.958024404	10.7732467	9.58190443
39	8.761392993	8.319363229	8.404768612	7.569816124	8.284549297	8.360079783	8.645232946	8.321726103	8.281848446	8.964262304	9.051548295	8.073080063	8.333816378	8.290603181
64746	10.03602095	10.16793529	10.13601228	10.31420357	10.04350336	10.0093196	10.23450779	10.34890262	10.35388464	10.5271374	9.629704319	10.38641091	10.63926201	10.75899025
79777	8.500920733	8.641356359	8.495773498	7.876643407	8.210323107	8.424642489	7.744843254	7.638282405	8.101299717	7.49956848	9.452095007	8.647603768	8.244001748	8.203765455
91452	9.282867879	9.410753851	10.18605368	9.83261268	9.780875674	9.62234033	10.34599141	9.3688696	9.379616847	9.331570199	8.727648563	9.51008053	9.58406373	9.937151918
84320	9.06502077	8.830828272	8.52995912	8.322253566	8.106885859	8.167338356	8.214587719	8.22601088	8.552092673	8.422256552	9.118030798	8.418040222	8.473087957	8.439881985
414149	5.114816756	4.387789881	3.271395794	2.845108627	4.323946455	4.210412244	3.191152018	6.538508676	5.165075818	6.338467203	5.156461339	6.509539088	5.107616737	5.311455887
40	3.210077099	2.251325232	0	2.204203332	1.300826593	1.885261974	0.492314685	3.507997554	4.295891966	0.878372225	3.634500338	2.213098386	3.211152405	1.150039693
41	7.038657854	6.125760605	6.329656434	7.286831259	6.277984747	7.400357752	6.704512352	6.773701006	7.365203473	7.828794673	6.74195095	8.175474202	6.748484043	7.217541909
9311	3.159709907	3.27063359	3.48327406	0.599793852	1.782198856	3.319141003	2.088616536	2.194748976	2.538761627	3.095097375	4.079412247	4.350207265	2.911058766	3.467109895
55515	1.538438835	2.361010324	0	0	0.982436918	1.698307394	0.492314685	0.44127099	0.679333711	1.563695074	1.395775743	2.081544154	0.902729639	1.904310675
51802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390110	0	0	0	0	0	0	0	0	0	0	0	0.489645688	0	0
