	TCGA-3C-AAAU-01A-11R-A41B-07	TCGA-3C-AALI-01A-11R-A41B-07	TCGA-3C-AALJ-01A-31R-A41B-07	TCGA-3C-AALK-01A-11R-A41B-07	TCGA-4H-AAAK-01A-12R-A41B-07	TCGA-5L-AAT0-01A-12R-A41B-07	TCGA-5L-AAT1-01A-12R-A41B-07	TCGA-5T-A9QA-01A-11R-A41B-07	TCGA-A1-A0SB-01A-11R-A144-07	TCGA-A1-A0SD-01A-11R-A115-07	TCGA-A1-A0SE-01A-11R-A084-07	TCGA-A1-A0SF-01A-11R-A144-07	TCGA-A1-A0SG-01A-11R-A144-07	TCGA-A1-A0SH-01A-11R-A084-07
105	0	1.894875955	2.468087998	0.869871406	0.511468039	1.975630186	0	2.963326148	5.312632503	3.652933862	2.400018685	1.440208075	2.084064265	1.0590091
103	13.92685786	12.71794834	12.86420983	13.04937385	13.20172965	13.06507922	13.20037342	13.49366444	12.78754849	14.30165349	13.69905523	12.97796667	13.05866915	13.21804358
23536	8.823979857	8.262774209	7.729567045	7.286797998	7.3870092	6.956349438	6.945436813	7.765051999	8.845680411	8.049837661	7.898436326	7.425702665	8.136697931	8.230719391
134637	6.230771739	5.951930431	7.37507854	6.800479322	6.953948471	6.558708458	6.684741609	7.146598204	7.522805127	6.459544735	5.709756569	5.970165726	5.64271601	5.360641691
113179	5.880261861	7.080147045	6.766695861	6.587354489	4.729656088	6.084744621	6.351992208	6.06392568	5.580510334	4.105208723	5.904623784	6.37943902	6.231906598	5.572547139
100	6.802652066	7.264915445	8.083066006	6.837485391	6.819092063	7.098982685	7.474550422	7.57632259	4.214863065	6.813626013	7.413438378	6.334194611	6.552759767	6.801064215
57143	7.240993534	7.727812929	7.908976186	7.298220236	7.601336243	7.337420312	7.582774257	8.474121657	7.598532698	7.372870283	7.097095607	7.702846594	6.93027844	7.84530688
90956	10.53567546	10.53567867	9.84455576	9.422373672	9.674492784	10.20965404	9.730318642	9.566667148	9.404517437	9.853298794	10.12190476	10.14409367	10.21204873	10.32378347
79934	9.94851748	9.66878183	9.730630956	9.214036626	9.436534369	9.429749851	9.488234611	9.772200738	9.308234806	8.919860558	9.361612661	9.774457804	9.169738892	8.803040681
203054	7.944841466	8.858898867	9.477141802	7.927477542	8.001797177	7.700914758	7.40687846	7.956433661	6.495042733	6.834685937	6.615878248	7.791995048	8.434141966	6.900360871
55811	1.770871322	3.634500338	2.468087998	2.239886801	0.888382834	1.119820952	0	3.380480113	2.202887833	3.449521758	3.485632912	3.38196164	2.084064265	0.784336461
107	14.68316375	6.727216629	9.578132254	9.11309437	6.813645251	7.332178013	7.00157033	6.490443376	6.696471015	8.704516848	11.37970066	11.1108503	11.73748148	7.264607738
108	0.427284346	2.686545348	2.209921191	5.959605571	9.85702147	7.953946144	9.885056169	2.048968509	6.302624303	7.289904533	6.46281961	8.10646715	10.34577447	6.568331621
109	10.7395198	9.492048047	10.09161522	9.716586451	10.09211043	9.799445474	9.842530905	8.187724701	9.715328163	9.674908317	10.15132547	9.603808803	8.884753891	9.433303551
196883	6.872213144	7.486696677	7.406256036	8.060870449	7.17821467	7.668003501	7.551778232	6.302481738	5.907268051	8.085416689	7.21042783	7.073197915	6.908827315	6.21556212
111	3.503323291	8.816026521	6.837026133	7.204205289	4.883161348	6.475561594	8.639224927	6.447861823	6.690190784	9.027126122	9.520021837	8.823258317	7.091291506	6.236442869
112	11.89302696	10.68990819	10.89687101	10.82791022	11.28386414	10.69227976	10.95825552	11.42381917	10.81113198	11.18119283	10.61206678	10.11150256	11.25926336	10.82953612
113	8.354874818	9.276957903	8.75066378	9.176361423	9.776012994	9.361917024	9.312614807	7.157209481	9.059323909	8.696485968	8.598693473	8.204008139	8.694476641	10.67908366
114	0	0.626485863	0.931002202	0	0	0.665938454	0	0	0	0	0	0	0	0
115	8.869340906	8.632512886	8.723072143	9.118473938	9.417807588	10.13259239	8.790276157	8.797783745	9.089463458	9.978269576	10.59988189	10.74258658	11.39948462	9.625265557
117	0	1.061776198	0	3.873153699	0	1.742609903	0	0	0.536550296	2.727702673	2.569539699	1.440208075	0.782408565	1.663071313
116	5.344679392	2.686545348	1.895263839	2.239886801	4.531549895	3.007051943	4.471831261	1.032806145	2.869279207	0.732573121	6.076274752	5.468218362	5.465987521	3.474085548
113451	8.69674224	7.280137887	8.82176091	8.45200726	9.425863135	9.101890341	8.33868469	4.945406378	7.140634502	7.440374207	7.765113015	7.693919701	7.763957263	8.717746671
118	11.96829581	12.11274899	11.75720751	12.49965552	12.30472147	12.45650645	12.2080015	12.02508453	12.52105758	12.7354068	12.57145071	12.30272651	12.31824088	12.71700907
119	3.158207748	6.881559399	4.187902321	4.353718496	3.183502394	4.504880944	5.492167249	1.032806145	7.074664914	5.726272664	4.823438577	4.146304932	4.301602278	4.078157214
120	8.887303488	9.311938997	9.730630956	10.86326652	11.01833338	9.995066546	9.528593392	7.047409696	11.17412649	10.06770661	11.43664711	9.84402921	9.496748342	11.19196182
124	1.445355919	0.626485863	3.954745361	1.164271398	1.829118896	0	1.784503983	0	1.701549057	3.312127838	1.211822119	3.601518248	1.659924558	0
125	7.701410436	7.956620676	10.10067311	7.267557333	6.983357339	6.325359429	8.059012887	0	7.729859304	10.18878243	6.709580138	10.22997046	7.829356783	1.818891453
126	0.756425557	2.419592823	3.775335048	4.80182086	2.138912742	2.650626715	6.048752774	1.36120689	4.067595697	2.406182892	4.178897854	5.336751117	1.815575429	1.959473426
127	0	0	3.331447262	1.617627613	0	0	1.3950628	0.606915942	0	0.994579724	0	0.514400039	0.443606651	0
128	10.0344727	10.40523115	10.58402125	10.94122826	10.95015256	11.02717092	10.98053941	10.81893306	11.55463461	10.94620836	11.13609985	11.17320147	10.94519485	10.87435735
130	0	0	0	0	0	0	1.3950628	2.048968509	0.536550296	0	0.990737079	1.836085712	1.286881148	0
131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137872	3.852168673	4.731042007	6.217930564	6.54323448	5.960618277	6.427212261	7.230205896	6.934739399	5.75913186	5.770659929	6.011518002	6.163631564	7.983007831	5.081718831
55256	9.117788532	11.25577405	9.61362668	10.08126172	9.615453634	9.913175303	11.24993877	9.924383936	10.46257251	9.216333843	9.940539125	10.23408177	9.610079541	10.60374057
149685	0	0	0	0	0	0	0	0	0	0.412293771	0	1.192320435	0	0
9370	5.203377371	6.907930164	10.8251469	5.126246041	6.746621805	4.775935488	5.235527948	0	7.326226327	10.64404192	3.205877292	10.24837947	8.347502671	1.289598422
51094	11.63846311	12.03692784	11.61766604	11.55698414	10.92353295	11.49420923	12.03107709	12.00704928	10.68731733	11.85174112	12.19215979	11.58627484	11.43199249	11.85173046
79602	12.42015251	11.08536125	13.43754165	10.49389807	11.20907741	10.24215957	10.84583955	12.63215011	11.19645441	14.13397208	11.85275304	11.00596161	11.05179433	11.48246952
132	8.079608514	8.077712995	8.559364088	8.205384204	8.644393133	8.322416725	8.575929081	9.037770959	8.591440065	9.041689538	8.121101939	8.540809597	8.946862131	8.601833174
79924	7.499143498	7.197033825	7.930581826	8.561912246	6.877691497	8.419534678	7.539190612	11.33635481	7.660880141	7.528318137	8.090076418	8.243290632	7.792349123	6.4951307
133	5.601782672	9.014135714	6.766695861	6.654068863	6.646002765	5.840795544	7.124631077	5.946485244	6.191408677	6.851315543	5.616066517	6.222754338	5.632282759	5.667866586
22850	9.721748768	8.342276498	9.27452655	9.494484415	9.46461089	9.365770387	9.416061956	9.434418897	9.739273806	9.239417137	9.900863639	9.553750425	9.063085745	9.73694339
23394	11.74312728	11.84021895	11.52572443	11.28602026	11.28090645	11.64504705	11.08436601	11.53733213	12.32041667	12.03985904	12.10722502	11.93017238	11.69863227	11.60812533
134	11.04253354	5.733416711	10.7336277	7.154794823	6.963818573	8.13644263	6.661699727	7.944231229	8.309484539	7.415429115	11.14472298	9.12281842	9.789221924	6.94755746
135	7.936604374	9.308181781	6.947122589	7.375704135	6.362261219	8.649778184	9.219040221	12.22707935	5.806352416	10.3910515	8.313951877	9.983644351	6.502090281	7.515864596
136	1.909696312	5.510629682	4.77040093	5.19303444	4.797454022	3.292619805	4.417845765	4.309503639	7.732917669	5.90416614	5.111298453	4.643313634	5.430298656	4.986319911
140	7.032722409	5.989456947	7.01947731	6.923591336	8.138789388	8.695403701	9.377691421	7.086796502	5.840780441	6.859559633	6.551536012	7.313616819	7.692943928	7.770920863
84890	9.172239721	8.879033634	10.45112053	9.347384406	9.141672396	9.455291255	9.488234611	9.642263297	9.60216715	9.97732286	9.334659889	9.617296646	9.102357626	9.610677918
83440	9.957047032	9.77093556	9.984229885	10.01955112	9.438641547	10.33333719	10.22141868	9.8526829	9.540665679	9.871658711	9.756287272	9.580781461	9.419147828	9.769299501
113622	7.194224978	8.060184684	5.476307153	7.975698963	6.229637909	7.509839914	7.13303224	5.40319954	6.959275187	6.409889853	7.531047652	7.282196061	7.380259312	6.627495947
54936	9.746851023	9.596648773	9.64826877	9.834272251	9.753430212	9.84211459	10.05162999	9.592308462	9.244301035	8.881919687	9.445716359	10.02516822	9.974084711	9.227447238
141	9.06306201	7.686519436	7.925210822	7.956603253	7.543278566	8.130415088	8.045725266	6.805791585	8.309484539	8.062390508	7.868276233	7.559497931	7.602304691	8.079057512
148	0.756425557	0	1.895263839	0.869871406	0.511468039	0	0.859969548	2.374093548	2.054327554	1.577682599	0.990737079	0.892818428	1.956056652	0.444879056
147	3.707425398	3.569916352	6.145873062	3.555460345	6.136718435	5.268367018	2.745237332	4.553944099	2.337568385	3.831167877	2.858498283	5.381916662	5.77189878	2.509695842
146	2.260387037	1.894875955	2.468087998	2.576473765	2.393773123	2.176195095	3.059182199	6.579923816	3.187292681	4.513136977	1.572647178	1.440208075	1.485426827	1.663071313
150	8.040483711	7.114521115	8.707512367	9.468600829	10.40638594	9.588766534	8.924582723	8.503526437	4.470771113	9.556437654	8.805954055	9.723462144	8.838714197	11.44165465
151	1.617298483	4.844611621	2.468087998	2.239886801	3.114300386	5.749365318	2.745237332	2.512757842	3.037030731	4.492083909	4.463445902	5.425714413	4.010797738	2.598389028
152	5.921864734	7.640081494	6.414735967	4.843998914	7.509985555	5.353623233	5.034955189	8.948953536	7.293456934	6.409889853	6.920236125	7.585473365	4.163514834	3.76980347
153	1.024319679	3.278044239	2.468087998	5.81866142	1.186880831	2.352250046	2.745237332	0	2.337568385	2.313216823	1.572647178	1.440208075	1.956056652	2.681966429
154	3.919435433	4.158417821	4.817546516	5.552275617	5.629665528	5.668479413	6.151566612	2.512757842	6.127771518	5.004389028	4.966965657	6.239210895	4.629951063	5.458683847
155	1.25011268	0.626485863	1.895263839	0.869871406	0	0	0	0	0	0.994579724	0.410449655	1.836085712	0.443606651	0.444879056
156	12.82449253	11.37900817	11.48020841	11.60893206	10.82646396	11.27302423	11.44769077	10.60935652	11.00733491	11.17831235	10.83324361	10.83480893	10.86809616	10.58791719
157	7.725103771	8.467235455	8.097463844	9.403107277	8.608667701	9.611663353	9.162711305	6.253872061	9.267687007	8.558985053	9.683102168	9.513727004	8.922450012	9.80375868
11047	12.14303994	12.43010558	12.02821136	11.0625684	10.55456842	10.65340062	10.77714943	11.26578913	10.42003715	10.24216934	9.951129508	10.56385701	10.88384904	10.00832189
158	9.394644253	9.323005206	9.231656324	9.593610919	9.969677334	9.75665022	10.01346198	10.67774545	10.22584741	8.967356254	9.660987249	9.67740676	9.364324229	9.6080097
122622	6.445672085	8.262774209	6.28655961	7.086167016	6.872461884	7.01641386	7.427514828	7.540293905	6.799253124	6.27464372	6.789005375	7.149186188	7.712885308	6.805729687
159	10.44762424	11.31085336	9.860120442	10.96232322	10.83320976	10.29969135	10.43127622	10.82310408	10.60374697	10.70506937	11.00201048	10.92116985	11.15948217	10.67685747
165	12.66978986	14.41931436	13.92129666	14.62593684	15.33434981	14.73149029	14.53910009	10.44153784	12.45799854	14.26839759	13.69751936	13.34596846	14.83850142	16.06428228
121536	8.868277468	8.920099431	8.527817114	8.56033207	8.882838045	8.585140572	8.727862269	8.675779948	10.03585316	9.357623918	9.357275975	9.125033954	9.075654027	9.076387267
64782	9.394644253	8.378086729	9.878301101	9.605152976	8.602363341	8.322416725	9.354528636	10.02847246	9.575156305	9.007785849	8.867220351	9.702844863	9.200079334	8.749569463
166	12.75260427	13.33902403	13.3456665	13.5940814	12.34598908	13.41428489	13.27782864	13.19732981	12.92827232	12.07025387	13.01077397	13.66751263	12.93373458	12.54276107
134265	7.408395982	7.508402505	8.158247139	7.414742731	7.58224211	7.933321821	7.728491295	6.06392568	6.733588895	8.59399086	7.797483853	7.601473678	7.690431763	7.705029612
84632	8.027202719	7.516993742	9.301724127	10.06742105	9.77671299	9.479203273	8.335048177	4.993570209	8.047359524	11.17418742	9.820708704	8.889917624	7.79000436	9.953674984
60312	9.520455055	9.539784037	10.83732982	10.56809017	10.63316144	10.12350985	9.4551145	8.660924696	12.07195995	11.17169235	10.79527335	10.25798118	10.69999384	11.06880615
246182	1.445355919	2.09173368	0.931002202	1.408657521	1.434081067	0.665938454	1.3950628	0.606915942	1.701549057	1.866551957	0.990737079	2.279649579	2.970872056	0.444879056
4299	10.53332876	10.20178883	9.934184008	10.955426	10.64743927	10.36274975	10.31517629	6.130059802	10.85179182	11.04619513	11.34708499	11.08234447	10.85469583	11.15747762
2334	3.0422591	3.812559834	2.877017812	5.126246041	4.301836366	5.081058356	3.535418472	0	8.909244475	5.19885164	5.362753911	5.663765866	4.565609361	5.458683847
3899	12.22571648	4.020208814	11.43746018	11.18811281	10.93768682	10.61128223	9.856169338	11.00556582	8.317655907	12.57828558	11.97277471	10.70086544	12.12317879	12.02325591
27125	11.92930476	10.61835109	11.03418097	11.21422488	11.33656592	10.89786398	9.981253308	10.4652163	12.31914538	12.34647165	12.01892152	11.3244996	11.83666447	11.96892255
172	8.747372629	8.720691963	9.41527065	7.973325991	7.264592727	7.876835532	7.539190612	8.437591047	7.664088122	7.640206608	6.500013262	7.425702665	7.017045561	6.689385831
10939	10.91573988	10.15596624	10.15644984	10.05381133	10.66814945	10.16144672	10.61301488	10.75820489	10.67401656	9.943279048	10.59873115	10.41633531	10.47712662	10.46251086
125061	9.222214811	10.63027905	9.082817264	10.18489022	9.627921956	9.444400379	9.047444051	9.783374964	9.79958972	9.183876265	9.018609418	8.591359274	8.629079348	9.11260501
173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	1.024319679	0	0	2.107654396	4.137151004	5.85548646	6.707421256	1.36120689	0	6.752966638	1.211822119	1.192320435	0	3.56493904
54812	10.42212029	10.55770627	10.44644131	10.37082666	10.41809927	10.64285344	10.54974858	10.90093313	10.15293822	11.25550144	11.20991017	10.85763824	11.10628942	10.78682111
387763	6.61756003	7.636143884	8.220962543	8.141292279	6.483986634	8.703546488	7.588894493	5.736098815	5.101696294	8.125276556	6.229657134	5.495874209	6.787133352	6.483532046
119385	5.596449194	5.183696909	5.151091654	5.001360901	6.076678802	4.950300432	6.083845207	5.330052795	5.280384763	4.449251013	5.38564846	4.514033865	5.13840083	4.919025382
116987	9.0042421	9.874996404	7.766076981	8.732992266	9.252514533	8.571858045	9.31815141	9.419069855	8.818586012	9.233879195	9.157274167	8.539149116	10.2085414	8.43421454
116986	5.601577673	7.562026385	7.840380144	7.108095766	6.700911291	7.232831491	7.685958364	4.48688167	4.603145614	5.832436886	6.039792022	6.726310816	6.94244882	6.312229511
116988	11.13453895	11.22201642	11.33890454	10.80273526	10.58486256	10.79778026	10.8805559	9.933672068	10.9444128	10.21270952	10.05965257	10.12761394	10.58670414	9.968832506
119016	8.046137961	7.563354169	10.28912749	7.804711855	8.26189464	8.311802798	8.34231206	8.42666815	7.631682729	7.481014715	6.229657134	7.359501843	6.860481157	6.158353186
729092	5.752165188	5.344867546	6.431350507	5.870594053	5.205134419	5.727969451	4.883860268	6.45999711	6.267874709	5.033828221	4.619148864	5.176115291	5.247152806	4.901349638
414189	7.194224978	6.820401095	8.14906066	7.354013947	7.33852336	7.591088444	7.124631077	7.849264343	6.592551221	6.752966638	5.3742466	6.24736931	5.743097524	5.446785562
653268	3.707425398	2.09173368	9.366565922	5.526607217	3.540808435	3.85715494	3.633419585	4.734850496	3.76701911	2.865067591	2.101246657	3.192146811	2.757044588	1.289598422
728404	5.282161767	5.384844176	6.947122589	3.336597604	4.531549895	4.305321235	3.430285273	6.412866188	6.217845282	5.346917897	4.701011134	4.806808656	5.15219559	2.681966429
175	9.989691808	8.786128456	8.382532815	8.979941015	8.700070674	9.523571953	8.979189372	9.682304136	9.026050028	9.098516147	9.552629524	9.596690139	9.717622278	9.817682249
123624	0.427284346	0	0	0	0	0	0	0	0	0	0	0	0.443606651	0
79841	5.560234995	5.733416711	4.449706627	5.78658068	3.48707468	5.130214285	4.417845765	3.867728469	3.323370069	4.912295374	4.526600958	3.699918034	5.092558426	4.279382146
340351	2.542307584	5.594199179	1.895263839	3.450181897	3.041593449	1.975630186	3.193771743	1.36120689	2.574222636	2.213844945	2.101246657	0.892818428	0.782408565	1.959473426
84871	3.365384595	0.626485863	0	4.353718496	4.392317423	4.305321235	3.316869805	0.606915942	3.668232611	1.72935699	3.683359599	4.146304932	3.157059884	2.509695842
60509	10.18516943	10.0488187	9.548779918	9.100210013	8.888108506	9.271845361	9.35460048	9.333988071	10.16432747	8.82838088	9.325831386	9.725675556	9.506806809	9.158021888
177	6.775676118	6.792364742	6.957683647	5.839659834	5.847889201	6.346313382	5.797134927	6.233960898	4.785529628	4.492083909	4.701011134	3.792032803	3.372966023	3.474085548
3267	9.742794296	10.0089381	10.04357021	10.34030356	10.26835532	10.12806201	10.20394026	10.32519728	10.62818095	10.76909995	10.41195061	10.02753878	10.56389704	10.68225813
3268	8.327274183	9.112372258	8.509988325	8.320018417	8.570420806	8.484770944	9.031804293	7.642014135	8.102787762	8.516607347	8.458620284	8.458867956	8.747401835	7.501560161
55109	10.2063508	9.018680348	9.477141802	9.665198393	9.688696689	9.716978038	9.716409311	9.846205105	9.819147482	10.04935672	9.943917225	9.668320557	9.907506014	10.11741194
55750	9.838769812	9.921039201	9.356624511	8.852734546	8.960063636	8.653985774	8.847551318	8.435413157	9.649062308	9.148991285	9.021352853	9.191023918	9.036627509	8.928107937
178	11.04982296	9.024717768	11.95696223	9.090278916	11.02247109	12.05255345	8.316726831	9.074622905	10.2398899	11.61846089	10.9602042	10.79674934	9.55866465	10.83439536
79814	7.507365731	5.860371897	5.948213024	3.952408122	5.387193637	4.977417316	5.383697381	9.304411105	5.101696294	4.533887233	5.267363503	5.575796375	4.879720468	3.56493904
10554	11.39616447	11.07619404	10.91812329	10.91530861	10.72817018	11.12077053	10.81946406	10.76639374	10.6437708	10.88902484	11.19340092	10.77244721	10.95504466	10.97205789
10555	8.88204384	10.92997795	10.93210828	9.564739216	9.634115848	9.901719647	9.834440078	10.5537177	8.888822991	10.11452411	9.318391867	9.881860206	10.10151745	9.445640223
56894	12.29087148	10.75717696	10.93611936	11.16047673	10.70115898	11.30749074	10.56068869	10.78982012	10.77672138	11.36450645	11.27764338	10.70160788	10.75152498	11.48737776
56895	5.404600032	6.834216936	7.398524813	7.719486024	7.820858018	7.814292776	8.106712633	5.845123685	8.515329262	7.618512513	7.022372252	6.40883242	7.13997489	8.363204813
55326	9.151405012	8.557454894	7.679403388	9.504380652	9.031019354	9.865890211	9.121085876	8.894500699	9.6425718	9.741215336	9.500490771	10.081014	8.475585507	9.392363794
137964	13.1176476	11.15754027	10.52132728	10.9866485	10.61766287	11.04049111	10.83493784	12.38358907	10.74639675	10.99449678	11.07138486	9.777981987	11.57129303	11.21953599
84803	4.438259579	5.13986646	4.950393758	5.332883338	4.883161348	6.097159884	4.574095451	5.489706694	4.962715585	6.694261762	6.040657952	5.825085985	5.15219559	5.385783039
123688	4.160944383	5.846806693	5.948213024	5.959605571	5.248735955	4.977417316	5.918736847	5.921802861	6.173511248	5.132367086	5.362753911	6.520761666	5.40600597	5.583452893
8540	10.98873751	10.25604318	9.799766001	8.7880416	8.953886796	8.547184513	9.089059265	9.750465149	9.702303786	10.05340476	8.850861292	8.481524184	8.40532615	9.989993736
10551	10.44619925	14.82500477	12.90502672	13.7180128	12.53245438	15.378096	12.18444975	15.85796077	5.75913186	13.15772191	11.96958201	14.5340765	11.95048285	11.0033127
155465	12.05006909	12.43195241	11.49659711	10.15483747	10.25485277	11.49977246	9.127406809	12.16605802	1.233581332	12.62580268	10.74830013	12.80627223	10.25007596	9.798502421
375790	12.93306716	11.4466198	13.18711635	13.66021579	13.31455613	13.33116003	12.44659021	11.84871624	13.42769356	12.28391518	12.96578659	13.14243088	13.69635172	12.03757928
181	0.427284346	1.061776198	0	1.164271398	0.511468039	0.665938454	0	0.606915942	0	0	0.410449655	0	0	0
23287	7.360788278	8.267873773	8.607105754	7.516045886	8.337859136	7.729108827	7.648709898	7.30290208	8.383360424	7.941400972	7.438287029	7.965221524	7.702949072	8.088658934
185	11.4803801	4.067759166	4.114292056	9.322428894	6.127967504	6.227107602	7.090528491	2.512757842	3.718471228	9.280672654	6.947418362	5.601482592	5.15219559	7.068942687
186	0	0	0	0	0.511468039	0	0	0	2.955591792	0.412293771	1.572647178	3.651556905	0.443606651	0
57085	9.961043454	9.454053716	11.03105907	10.83250018	10.0922792	10.86466315	10.76030105	9.602050388	8.70325508	9.426522026	9.958305769	10.59655672	10.68462275	9.103161895
183	8.589818156	5.267550779	3.676493094	5.870594053	4.729656088	8.303790792	6.762607935	5.587097912	3.718471228	6.398620577	10.37845982	6.761940774	6.305985108	6.606260103
64850	0	0	0	2.107654396	1.434081067	1.119820952	0	5.171599159	0	0	2.983805361	1.192320435	0.782408565	0
85007	8.614132282	8.91885191	9.294847703	8.869728005	8.305450751	9.190752872	8.754269549	8.278901478	7.832481826	8.489216166	7.583029347	8.224609987	8.474125714	8.066129026
64902	0	1.061776198	1.895263839	0	0	0.665938454	0	0	0.536550296	4.212079019	0	0	0	0.784336461
189	0	0.626485863	0	0	0	0	0	0	2.202887833	0	0	1.192320435	1.485426827	0
25909	10.7738256	10.18031411	10.52043698	10.33245508	10.138762	10.14011144	9.663746478	11.02307574	10.39804889	10.69847844	11.31110123	10.94550595	10.14207041	10.16402495
10768	12.07240822	10.87673349	10.72283306	11.91852298	11.83483243	11.93471194	11.84800145	12.0097964	11.35025048	11.30331071	12.64741541	11.86007865	12.18961663	12.28742124
23382	9.777201717	9.667817633	9.559185483	8.879595808	8.925128318	8.598301553	8.327747535	9.033457692	9.909095782	10.25433409	9.648618951	9.436444629	8.81122857	9.819413365
191	12.37546607	12.36005627	11.99591159	11.94540887	12.17159603	11.82165936	12.41140977	12.76946008	12.35345582	11.71702454	12.16760274	13.23636741	11.698476	12.39494106
27245	11.12209974	9.422390703	10.3047231	10.2709824	9.746299832	9.752731701	9.18913788	7.188583901	11.74199758	9.145624474	10.12105232	9.586275357	10.24409275	9.972985959
54806	8.190993557	8.46945053	8.698095516	8.557166133	8.303294898	7.821793112	8.000527952	8.242117525	7.824647581	8.607514153	7.773816372	7.865391189	7.578047317	7.931066637
113146	8.69314297	8.170488945	8.374673062	9.736902813	10.24122253	10.48470359	9.465130674	9.494232182	7.574865958	10.123109	10.02771666	9.222403209	9.864138622	11.59369957
79026	15.83918729	14.57102798	14.16826403	14.72116728	15.56571422	15.23016912	14.24440085	13.72021966	15.39943589	15.38680914	15.33286134	15.01882706	15.73192208	16.19550812
57491	3.503323291	3.012407769	5.989972314	6.706447668	4.819361629	5.617677564	6.590280141	3.867728469	5.806352416	4.708336244	4.152443048	5.792004161	5.250976728	6.448165875
196	9.65053194	11.29032677	9.851651297	10.17769323	10.46576178	10.49353576	10.09527767	8.050508772	11.10440107	11.12524239	11.14346428	10.65675368	9.984375875	10.84179555
10598	10.68328704	11.39715612	10.60348763	10.7764327	10.70115898	10.68201403	10.83879486	11.23418861	10.36442524	10.78973732	10.83869805	10.83209924	10.17658657	10.93549452
130872	9.607836278	9.405138059	10.69311962	9.428450207	8.316834968	9.915806047	8.275582129	8.601964991	8.38724793	8.126984726	7.097095607	7.22137058	8.068685319	7.148217255
197	0.756425557	0	0	0	0.511468039	0	0	0	0	0	0	0	0	0
51327	0	0	0	0.499476	0	0	0.859969548	0	0	0.412293771	0	0.514400039	0	0
57379	0	0	1.895263839	0.869871406	1.186880831	0	0	0	0.536550296	0	0	0	0	1.289598422
64853	9.580345824	9.917920408	10.08389878	10.05363718	9.53126526	10.33237922	10.10820387	10.09293535	9.028740142	9.989599855	10.61572949	10.27711964	9.388633637	10.29922004
83543	7.402530334	9.733798674	10.97887181	9.641479377	8.206858569	9.695704876	8.922160972	9.366313033	11.69689895	9.189609374	9.645065563	9.776573347	9.548990438	7.641212917
199	7.211102749	8.54910156	8.538409734	8.675758428	8.529471941	9.507383969	10.30777424	7.11428685	6.873189388	8.142268936	7.84161718	8.343732481	7.958161177	8.558267251
9131	10.83879659	9.698355322	10.06814612	9.770778346	9.760525358	9.525869793	10.28722039	10.49218418	9.184121573	9.623320577	9.895390484	10.37757528	10.60549396	10.30124902
84883	9.076018421	8.848724958	10.24454068	8.48403418	8.10574145	8.689266308	8.71112627	9.842922279	7.27259153	8.102882748	7.362418163	8.891219879	7.869885591	8.209754058
150209	7.230204935	8.615632212	6.208587489	5.126246041	4.653157493	4.983850954	4.876271361	7.779444905	3.931531784	2.653793793	5.846733996	5.887595942	3.372966023	4.138568757
51390	7.771355428	8.555370995	9.532941262	9.710073365	9.243427266	9.83749706	9.131605431	8.050508772	8.746267749	9.936992386	8.855993434	8.889917624	8.971902746	9.151604917
55057	5.913638625	6.990450056	5.288284727	4.570189667	4.101834939	3.203561393	7.706143719	6.531805628	1.486456956	2.653793793	3.485632912	4.933563197	2.310340121	3.101683689
202	9.815229891	10.79475814	11.38217964	10.74998831	10.28419646	10.68510145	11.02917305	6.302481738	10.98666428	11.63265983	10.04938436	11.60246523	10.62140695	11.04138756
9447	2.778040322	5.718594521	4.721662482	3.006028672	3.540808435	4.950300432	6.322912398	3.227771876	0.536550296	3.7972413	2.101246657	4.73899476	5.23727307	2.205236098
9255	9.946180505	9.797122927	10.13326335	9.89520839	9.97503083	10.01801987	10.21841175	10.43645566	9.827354773	10.24747945	10.15184309	9.891945732	10.01901187	9.823582354
7965	8.715671363	8.760851655	8.706354418	8.869906869	8.786554544	8.755891696	8.340390467	9.048484149	8.490082304	8.288786268	8.790951191	9.142330722	8.915722854	8.153755185
23746	0	0	0	0.499476	0	0	0	0	0.536550296	0	0	0	0	0
9049	11.25214295	10.39127979	9.774600452	9.634737553	9.700550344	9.965746053	9.993992577	9.446365214	9.523989017	9.655042289	9.32950351	9.664517684	9.405496348	9.282867879
326	1.25011268	0	0	0.499476	0	1.119820952	0	0	0	0	0	0	0	0
55966	1.909696312	2.55924706	1.492212122	4.864636839	3.48707468	2.779469857	3.633419585	3.867728469	4.105845667	4.132675541	3.952296287	3.38196164	3.035641503	4.848437663
203	9.207991897	9.960942853	10.09709495	9.106612403	9.217880413	9.275796504	9.681037897	10.66106619	7.910892127	9.030780782	8.665694059	8.193489878	9.954850465	8.975456224
204	11.29413261	10.19242623	11.28959617	11.03438666	10.96157898	11.0636085	11.2790926	10.93563359	10.60040181	10.45841123	11.18708207	11.39962838	11.35179289	10.77735256
205	4.63119161	8.189424304	5.905211283	7.616794357	7.288350256	5.749365318	8.645110789	4.969689276	9.591254914	7.642597611	8.06724665	8.030498306	7.780587009	6.810378834
50808	9.922109521	9.808313287	10.23371853	9.847938515	10.27530731	9.890172452	10.47901517	10.77826616	10.29834879	9.764449167	10.55892557	9.694663807	9.899371274	10.54392259
26289	2.625247107	3.86733311	6.20025127	6.450729584	7.072716801	7.787730209	7.141384763	0	4.66260999	7.561543044	9.10563932	7.19208367	5.030349322	8.681403934
